lon,lat,M,time_string,depth,catalog_id,event_id
-117.43017,35.616665,4.73,2019-07-06T03:22:35.630000,9.35,-1,
-117.7365,35.891,4.64,2019-07-06T03:22:48.300000,9.1,-1,
-117.617836,35.803165,4.84,2019-07-06T03:23:50.720000,11.44,-1,
-117.67083,35.86067,4.61,2019-07-06T03:25:27.970000,10.32,-1,
-117.72583,35.913834,4.5,2019-07-06T03:27:07.010000,8.0,-1,
-117.431335,35.530334,4.57,2019-07-06T03:27:11.370000,3.83,-1,
-117.7115,35.902832,4.51,2019-07-06T03:29:32.080000,3.18,-1,
-117.35817,35.556667,4.49,2019-07-06T03:30:25.050000,8.71,-1,
-117.73033,35.890335,4.17,2019-07-06T03:32:46.660000,6.15,-1,
-117.505165,35.714832,4.13,2019-07-06T03:33:09.850000,1.74,-1,
-117.466835,35.65217,4.09,2019-07-06T03:35:05.420000,1.97,-1,
-117.73383,35.902832,4.35,2019-07-06T03:36:16.460000,7.27,-1,
-117.722,35.892334,3.98,2019-07-06T03:41:38.650000,7.87,-1,
-117.693,35.9045,3.96,2019-07-06T03:44:17.670000,6.44,-1,
-117.47034,35.6805,4.26,2019-07-06T03:46:26.870000,6.85,-1,
-117.7495,35.901165,5.5,2019-07-06T03:47:53.420000,5.04,-1,
-117.69,35.9025,3.98,2019-07-06T03:48:24.660000,0.5,-1,
-117.700165,35.9035,4.97,2019-07-06T03:50:59.710000,8.26,-1,
-117.6875,35.9055,4.06,2019-07-06T03:55:20.020000,8.43,-1,
-117.66133,35.869,4.31,2019-07-06T03:57:50.900000,7.21,-1,
-117.70883,35.917,3.9,2019-07-06T04:05:49.900000,2.34,-1,
-117.37383,35.578,3.79,2019-07-06T04:06:14.580000,5.91,-1,
-117.52167,35.55517,4.68,2019-07-06T04:07:04.570000,5.64,-1,
-117.58083,35.777668,3.85,2019-07-06T04:10:49.040000,10.41,-1,
-117.69067,35.902332,3.83,2019-07-06T04:11:02.210000,7.27,-1,
-117.72283,35.887333,3.87,2019-07-06T04:12:18.850000,9.17,-1,
-117.6145,35.584667,4.8,2019-07-06T04:13:07.080000,9.73,-1,
-117.402664,35.604168,3.84,2019-07-06T04:14:20.800000,6.72,-1,
-117.49067,35.6795,3.74,2019-07-06T04:14:31.370000,0.91,-1,
-117.68483,35.910168,5.44,2019-07-06T04:18:55.790000,7.41,-1,
-117.6175,35.785,4.49,2019-07-06T04:19:15.470000,10.6,-1,
-117.717,35.885,3.83,2019-07-06T04:19:54.940000,4.9,-1,
-117.40417,35.580833,4.01,2019-07-06T04:19:56.010000,5.18,-1,
-117.70883,35.924667,3.68,2019-07-06T04:20:28.200000,2.76,-1,
-117.61217,35.778667,4.17,2019-07-06T04:21:35.820000,2.59,-1,
-117.69117,35.861168,3.64,2019-07-06T04:22:16.200000,7.72,-1,
-117.6995,35.897667,3.65,2019-07-06T04:24:40.670000,7.41,-1,
-117.549,35.674168,3.67,2019-07-06T04:24:43.320000,7.96,-1,
-117.63067,35.7955,3.6,2019-07-06T04:29:02.200000,2.82,-1,
-117.395836,35.565666,3.75,2019-07-06T04:31:19.460000,3.36,-1,
-117.6625,35.8285,3.61,2019-07-06T04:33:50.060000,2.97,-1,
-117.706665,35.86883,3.8,2019-07-06T04:36:50.230000,2.76,-1,
-117.73766,35.9,4.89,2019-07-06T04:36:55.310000,1.9,-1,
-117.74533,35.91,4.33,2019-07-06T04:37:13.570000,8.01,-1,
-117.44566,35.642834,4.24,2019-07-06T04:40:15.980000,2.88,-1,
-117.72483,35.899334,3.61,2019-07-06T04:41:03.050000,5.62,-1,
-117.72417,35.905167,3.56,2019-07-06T04:45:36.470000,4.51,-1,
-117.73016,35.8815,3.71,2019-07-06T04:49:42.550000,8.06,-1,
-117.613335,35.79067,3.68,2019-07-06T04:50:04.100000,7.19,-1,
-117.732,35.896,3.72,2019-07-06T04:50:16.120000,7.18,-1,
-117.73233,35.8895,3.54,2019-07-06T04:52:04.010000,5.37,-1,
-117.6945,35.877335,4.47,2019-07-06T04:52:17.710000,3.32,-1,
-117.73534,35.896667,3.54,2019-07-06T04:53:03.960000,6.77,-1,
-117.6595,35.875,3.98,2019-07-06T04:53:41.990000,6.86,-1,
-117.5275,35.592167,3.66,2019-07-06T04:53:45.340000,9.9,-1,
-117.57066,35.707333,4.03,2019-07-06T04:58:36.690000,2.9,-1,
-117.71267,35.8925,3.51,2019-07-06T05:03:07.180000,2.43,-1,
-117.69483,35.879333,3.63,2019-07-06T05:04:19.720000,7.37,-1,
-117.69783,35.880665,3.61,2019-07-06T05:04:23.380000,5.67,-1,
-117.56367,35.717,3.67,2019-07-06T05:08:11.260000,7.99,-1,
-117.5785,35.752666,3.44,2019-07-06T05:09:31.790000,3.16,-1,
-117.72183,35.891834,3.51,2019-07-06T05:10:09.260000,4.02,-1,
-117.660835,35.8755,3.97,2019-07-06T05:13:14.990000,7.14,-1,
-117.744835,35.912834,3.52,2019-07-06T05:15:37.240000,8.56,-1,
-117.6775,35.833,4.29,2019-07-06T05:25:04.870000,3.43,-1,
-117.561,35.733166,3.5,2019-07-06T05:25:36.710000,6.77,-1,
-117.46017,35.64683,3.45,2019-07-06T05:26:53,3.11,-1,
-117.6735,35.856335,3.44,2019-07-06T05:27:05.020000,2.69,-1,
-117.65867,35.850166,3.48,2019-07-06T05:28:43.140000,10.97,-1,
-117.682,35.855,3.39,2019-07-06T05:31:56.580000,8.65,-1,
-117.679665,35.844166,3.61,2019-07-06T05:32:59.940000,7.73,-1,
-117.6685,35.886166,3.38,2019-07-06T05:33:13.660000,2.45,-1,
-117.62717,35.799,3.44,2019-07-06T05:39:14.300000,9.77,-1,
-117.604164,35.783833,3.56,2019-07-06T05:41:32.240000,2.95,-1,
-117.419,35.558666,3.66,2019-07-06T05:41:36.030000,8.89,-1,
-117.557335,35.77717,3.78,2019-07-06T05:41:48.390000,10.9,-1,
-117.711334,35.922832,3.44,2019-07-06T05:44:08.930000,3.43,-1,
-117.669334,35.900333,3.35,2019-07-06T05:44:17.230000,9.09,-1,
-117.713,35.914333,3.39,2019-07-06T05:51:49.700000,3.75,-1,
-117.403,35.605835,3.62,2019-07-06T05:52:05.350000,5.35,-1,
-117.691666,35.932335,4.15,2019-07-06T05:58:17.570000,1.86,-1,
-117.67516,35.868668,3.45,2019-07-06T05:58:45.840000,7.56,-1,
-117.574,35.737667,3.57,2019-07-06T05:59:44.190000,3.12,-1,
-117.3465,35.5535,3.5,2019-07-06T06:00:57.770000,4.31,-1,
-117.7385,35.911,4.63,2019-07-06T06:01:51.800000,4.99,-1,
-117.70734,35.887833,3.46,2019-07-06T06:04:34.100000,4.8,-1,
-117.3635,35.577168,3.53,2019-07-06T06:07:08.680000,3.81,-1,
-117.42083,35.623333,3.37,2019-07-06T06:07:40.070000,6.36,-1,
-117.37517,35.581333,4.27,2019-07-06T06:12:52,5.45,-1,
-117.47034,35.67317,3.33,2019-07-06T06:14:15.680000,7.25,-1,
-117.68916,35.8795,3.45,2019-07-06T06:17:20.990000,2.78,-1,
-117.684,35.919167,3.55,2019-07-06T06:18:11.250000,8.98,-1,
-117.65567,35.81983,3.45,2019-07-06T06:18:45.970000,2.19,-1,
-117.70267,35.874,3.42,2019-07-06T06:26:53.340000,5.68,-1,
-117.5305,35.707,3.3,2019-07-06T06:28:57.500000,10.08,-1,
-117.666664,35.87,3.31,2019-07-06T06:30:45.870000,6.94,-1,
-117.68684,35.8785,3.72,2019-07-06T06:31:00.730000,4.3,-1,
-117.722664,35.88933,3.55,2019-07-06T06:31:55.320000,4.65,-1,
-117.72483,35.892666,4.05,2019-07-06T06:34:47.410000,8.17,-1,
-117.63783,35.804165,3.9,2019-07-06T06:41:15.060000,7.51,-1,
-117.61933,35.790333,3.24,2019-07-06T06:47:08.020000,4.86,-1,
-117.64667,35.866165,3.57,2019-07-06T06:47:10.840000,6.77,-1,
-117.6945,35.925835,3.32,2019-07-06T06:49:28.910000,3.45,-1,
-117.48434,35.68717,3.39,2019-07-06T06:50:36.520000,6.93,-1,
-117.39833,35.560165,3.77,2019-07-06T06:52:25.970000,3.76,-1,
-117.49467,35.671833,3.4,2019-07-06T06:53:09.890000,1.76,-1,
-117.480835,35.68667,3.25,2019-07-06T06:56:21.180000,8.33,-1,
-117.7105,35.862667,3.24,2019-07-06T06:57:47.530000,8.86,-1,
-117.54867,35.676334,3.46,2019-07-06T06:59:59.430000,1.6,-1,
-117.53533,35.656834,3.46,2019-07-06T07:03:14.700000,9.18,-1,
-117.7315,35.89,3.88,2019-07-06T07:04:42.040000,4.8,-1,
-117.73067,35.889168,3.56,2019-07-06T07:05:21.030000,5.96,-1,
-117.74883,35.905,3.22,2019-07-06T07:09:56.770000,6.22,-1,
-117.50667,35.705,3.34,2019-07-06T07:15:26.440000,9.02,-1,
-117.748,35.92433,3.75,2019-07-06T07:16:03.150000,2.33,-1,
-117.505,35.704334,3.62,2019-07-06T07:31:14.490000,2.01,-1,
-117.612335,35.783333,3.21,2019-07-06T07:34:59.650000,6.98,-1,
-117.58483,35.732,3.44,2019-07-06T07:36:23.540000,8.49,-1,
-117.479,35.66,3.33,2019-07-06T07:46:30.340000,2.17,-1,
-117.55717,35.703667,3.21,2019-07-06T07:50:01.980000,2.98,-1,
-117.383,35.55,3.43,2019-07-06T07:50:15.380000,2.85,-1,
-117.630165,35.803333,3.24,2019-07-06T07:52:11.720000,2.92,-1,
-117.729,35.884834,3.73,2019-07-06T07:52:24.520000,5.54,-1,
-117.55766,35.705166,3.87,2019-07-06T07:54:46.580000,8.49,-1,
-117.475,35.674667,3.55,2019-07-06T07:56:03.660000,2.0,-1,
-117.501,35.6705,3.24,2019-07-06T08:01:00.680000,1.31,-1,
-117.718834,35.9135,3.62,2019-07-06T08:10:50.090000,2.5,-1,
-117.333,35.654335,3.42,2019-07-06T08:26:49.730000,6.91,-1,
-117.407166,35.63117,3.51,2019-07-06T08:28:33.730000,2.52,-1,
-117.72283,35.89517,3.23,2019-07-06T08:31:09.330000,4.18,-1,
-117.49133,35.639,4.56,2019-07-06T08:32:57.550000,3.14,-1,
-117.7115,35.92267,3.12,2019-07-06T08:39:42.800000,1.84,-1,
-117.4175,35.607166,3.22,2019-07-06T08:40:30.700000,4.23,-1,
-117.50767,35.703,3.42,2019-07-06T08:41:33.060000,2.43,-1,
-117.597,35.677834,3.3,2019-07-06T08:46:32.640000,5.47,-1,
-117.67284,35.863335,3.26,2019-07-06T08:59:09.280000,2.74,-1,
-117.38783,35.602165,3.6,2019-07-06T08:59:55.720000,6.72,-1,
-117.3855,35.549835,3.96,2019-07-06T08:59:57.510000,3.71,-1,
-117.733665,35.898167,3.22,2019-07-06T09:00:56.150000,2.83,-1,
-117.472,35.671333,3.38,2019-07-06T09:06:21.770000,2.85,-1,
-117.729836,35.882,3.41,2019-07-06T09:08:03.370000,4.56,-1,
-117.72366,35.87417,3.07,2019-07-06T09:20:59.370000,6.69,-1,
-117.571,35.7475,3.13,2019-07-06T09:21:23.010000,3.99,-1,
-117.6315,35.8,3.59,2019-07-06T09:24:23.270000,3.21,-1,
-117.58466,35.6155,3.53,2019-07-06T09:27:08.530000,9.91,-1,
-117.727165,35.898,4.89,2019-07-06T09:28:28.980000,3.95,-1,
-117.71733,35.8815,4.7,2019-07-06T09:29:20.970000,5.64,-1,
-117.73233,35.909832,4.49,2019-07-06T09:30:41.240000,4.15,-1,
-117.722,35.875168,3.33,2019-07-06T09:33:25.100000,7.68,-1,
-117.725,35.890335,3.57,2019-07-06T09:33:59.770000,3.78,-1,
-117.71083,35.884666,3.51,2019-07-06T09:34:27.970000,4.61,-1,
-117.705,35.86883,3.24,2019-07-06T09:36:39.400000,4.32,-1,
-117.6275,35.80633,3.34,2019-07-06T09:46:39.950000,2.8,-1,
-117.71616,35.878,3.41,2019-07-06T09:48:29.770000,2.09,-1,
-117.71933,35.892166,3.3,2019-07-06T09:49:33.340000,6.94,-1,
-117.59133,35.702168,3.07,2019-07-06T09:50:43.330000,2.88,-1,
-117.6015,35.780334,3.14,2019-07-06T09:51:16.600000,16.97,-1,
-117.704834,35.951168,3.08,2019-07-06T09:57:34.860000,1.92,-1,
-117.708336,35.877335,3.75,2019-07-06T09:59:26.640000,5.91,-1,
-117.59866,35.72817,3.22,2019-07-06T10:02:37.250000,7.67,-1,
-117.54266,35.672333,3.09,2019-07-06T10:05:20.260000,4.1,-1,
-117.72867,35.898335,3.43,2019-07-06T10:05:32.650000,2.67,-1,
-117.67983,35.854168,3.2,2019-07-06T10:08:02.580000,8.54,-1,
-117.617,35.7895,3.02,2019-07-06T10:08:27.030000,8.54,-1,
-117.51984,35.5705,3.52,2019-07-06T10:09:18.170000,8.9,-1,
-117.694,35.887665,3.23,2019-07-06T10:25:07.030000,2.62,-1,
-117.72683,35.898,3.19,2019-07-06T10:25:23.970000,4.04,-1,
-117.55317,35.686,3.21,2019-07-06T10:27:59.540000,8.61,-1,
-117.728836,35.902668,3.03,2019-07-06T10:28:43.080000,4.29,-1,
-117.4545,35.648834,3.53,2019-07-06T10:31:43.920000,2.99,-1,
-117.35616,35.5565,3.36,2019-07-06T10:35:18.100000,9.21,-1,
-117.523,35.683,3.1,2019-07-06T10:36:10.610000,1.17,-1,
-117.69717,35.883835,3.13,2019-07-06T10:37:09.190000,3.09,-1,
-117.381165,35.610832,3.82,2019-07-06T10:37:27.910000,-0.83,-1,
-117.55133,35.673,3.4,2019-07-06T10:40:24.670000,1.15,-1,
-117.69833,35.885666,3.19,2019-07-06T10:41:26.380000,7.01,-1,
-117.372,35.5785,4.04,2019-07-06T10:48:24.460000,5.6,-1,
-117.70267,35.924835,3.47,2019-07-06T10:49:48.610000,1.12,-1,
-117.70883,35.863167,3.51,2019-07-06T10:50:46.620000,7.44,-1,
-117.6305,35.821167,3.19,2019-07-06T10:59:24.200000,11.24,-1,
-117.62283,35.792667,3.84,2019-07-06T11:06:43.350000,3.7,-1,
-117.71467,35.892666,3.03,2019-07-06T11:11:41.910000,1.7,-1,
-117.465164,35.64633,3.68,2019-07-06T11:15:20.780000,-0.2,-1,
-117.702,35.925,3.17,2019-07-06T11:31:09.900000,1.38,-1,
-117.6655,35.8345,3.35,2019-07-06T11:45:11.460000,4.46,-1,
-117.733665,35.895332,4.12,2019-07-06T11:53:08.090000,2.1,-1,
-117.73517,35.899834,3.22,2019-07-06T11:54:54.020000,1.72,-1,
-117.731,35.886166,3.48,2019-07-06T12:04:59.420000,5.13,-1,
-117.62783,35.788,3.28,2019-07-06T12:05:21.400000,7.39,-1,
-117.589165,35.781834,3.03,2019-07-06T12:12:35.730000,8.6,-1,
-117.5815,35.76,3.54,2019-07-06T12:20:59.070000,7.74,-1,
-117.593666,35.8075,3.5,2019-07-06T12:29:19.930000,6.51,-1,
-117.43767,35.618,2.97,2019-07-06T12:36:30.380000,8.1,-1,
-117.65583,35.902,3.29,2019-07-06T12:40:46.010000,7.31,-1,
-117.6715,35.85367,3.06,2019-07-06T12:48:42.950000,7.78,-1,
-117.3945,35.602665,3.2,2019-07-06T12:49:39.220000,7.08,-1,
-117.72683,35.896667,3.22,2019-07-06T12:55:24.810000,3.58,-1,
-117.70717,35.874832,2.98,2019-07-06T13:00:44.220000,4.23,-1,
-117.705,35.928333,4.5,2019-07-06T13:06:55.260000,2.37,-1,
-117.44984,35.607334,3.1,2019-07-06T13:08:11.940000,10.13,-1,
-117.62566,35.796665,3.05,2019-07-06T13:09:19.920000,2.63,-1,
-117.51783,35.649,3.17,2019-07-06T13:16:57.790000,9.86,-1,
-117.56067,35.70883,2.92,2019-07-06T13:27:38.700000,0.96,-1,
-117.488,35.6745,3.65,2019-07-06T13:32:59.560000,1.31,-1,
-117.69,35.8995,3.23,2019-07-06T13:34:46.240000,0.85,-1,
-117.68483,35.862335,3.43,2019-07-06T13:36:26.860000,7.45,-1,
-117.43017,35.5525,2.88,2019-07-06T13:39:52.790000,2.58,-1,
-117.42284,35.587334,3.17,2019-07-06T13:41:42.790000,5.8,-1,
-117.478836,35.61767,3.64,2019-07-06T13:43:18.770000,7.36,-1,
-117.703,35.863167,3.54,2019-07-06T13:55:51.170000,6.99,-1,
-117.63367,35.816334,3.03,2019-07-06T14:30:07.680000,6.38,-1,
-117.43183,35.6345,3.12,2019-07-06T14:33:30.680000,2.85,-1,
-117.51683,35.667667,3.3,2019-07-06T15:07:06.010000,6.94,-1,
-117.47017,35.662334,3.04,2019-07-06T15:08:22.030000,5.27,-1,
-117.724335,35.883335,3.3,2019-07-06T15:09:15.280000,3.78,-1,
-117.593666,35.876,2.87,2019-07-06T15:10:51.400000,0.03,-1,
-117.56267,35.651165,3.08,2019-07-06T15:12:01.460000,3.6,-1,
-117.7265,35.88933,2.84,2019-07-06T15:19:53.400000,3.99,-1,
-117.73583,35.90167,3.46,2019-07-06T15:22:26.680000,2.34,-1,
-117.663666,35.845833,3.15,2019-07-06T15:23:28.590000,8.15,-1,
-117.564835,35.711,2.83,2019-07-06T15:25:58.270000,0.72,-1,
-117.554,35.693165,3.35,2019-07-06T15:30:49.940000,8.29,-1,
-117.708336,35.880333,3.19,2019-07-06T15:32:43.790000,4.05,-1,
-117.88316,36.11017,3.07,2019-07-06T15:45:10.890000,7.19,-1,
-117.827835,36.097168,3.58,2019-07-06T15:45:46.020000,1.74,-1,
-117.68266,35.900333,2.84,2019-07-06T15:49:16.960000,2.59,-1,
-117.70067,35.880665,3.53,2019-07-06T15:59:29.270000,2.13,-1,
-117.394,35.592335,3.32,2019-07-06T16:01:08.230000,4.07,-1,
-117.54567,35.686,3.37,2019-07-06T16:07:25.710000,2.93,-1,
-117.841835,36.078667,3.11,2019-07-06T16:10:10.240000,0.6,-1,
-117.41483,35.609165,3.16,2019-07-06T16:12:25.210000,3.02,-1,
-117.53183,35.6795,3.06,2019-07-06T16:31:50.730000,4.69,-1,
-117.523,35.5705,4.06,2019-07-06T16:36:05.820000,10.05,-1,
-117.376,35.595333,3.46,2019-07-06T16:38:01.350000,3.92,-1,
-117.90033,36.0835,2.92,2019-07-06T16:40:46.390000,0.26,-1,
-117.7165,35.877335,3.51,2019-07-06T16:42:05.130000,2.99,-1,
-117.73116,35.884666,2.97,2019-07-06T16:47:21.470000,5.24,-1,
-117.273,35.960835,3.27,2019-07-06T17:09:01.490000,2.87,-1,
-117.434,35.6365,3.07,2019-07-06T17:14:17.330000,2.72,-1,
-117.36,35.572,3.02,2019-07-06T17:18:21.440000,2.24,-1,
-117.61584,35.780834,3.07,2019-07-06T17:31:22.200000,7.33,-1,
-117.716835,35.871666,3.98,2019-07-06T17:41:33.190000,7.74,-1,
-117.70267,35.866665,2.86,2019-07-06T17:42:38.320000,10.76,-1,
-117.734665,35.899666,3.9,2019-07-06T17:59:14.840000,3.01,-1,
-117.71567,35.917835,3.27,2019-07-06T18:13:16.120000,2.11,-1,
-117.327,35.447166,3.54,2019-07-06T18:19:39.620000,4.0,-1,
-117.38917,35.59667,3.11,2019-07-06T18:23:08.680000,2.09,-1,
-117.55817,35.71583,3.32,2019-07-06T18:30:39.790000,5.46,-1,
-117.719666,35.886665,2.92,2019-07-06T18:33:51.560000,2.92,-1,
-117.73917,35.906334,3.72,2019-07-06T18:36:50,2.23,-1,
-117.558,35.7525,2.76,2019-07-06T18:39:57.660000,4.35,-1,
-117.4645,35.6515,3.87,2019-07-06T18:46:26.290000,3.95,-1,
-117.4825,35.697666,3.19,2019-07-06T18:47:46.380000,3.62,-1,
-117.58217,35.6285,3.28,2019-07-06T18:56:39.210000,9.15,-1,
-117.67717,35.900166,3.07,2019-07-06T18:58:59.290000,3.25,-1,
-117.40667,35.57,3.0,2019-07-06T18:59:41.600000,6.49,-1,
-117.593,35.728,2.76,2019-07-06T19:16:03.040000,11.91,-1,
-117.8375,36.111168,2.87,2019-07-06T19:35:10.600000,3.33,-1,
-117.678665,35.901165,3.03,2019-07-06T19:37:33.160000,2.06,-1,
-117.50267,35.658,2.96,2019-07-06T19:37:59.750000,2.6,-1,
-117.72317,35.891834,3.34,2019-07-06T19:46:23.810000,3.87,-1,
-117.724335,35.89467,2.8,2019-07-06T19:48:08.940000,2.69,-1,
-117.684,35.861,3.47,2019-07-06T19:49:04.560000,6.74,-1,
-117.72667,35.896,3.3,2019-07-06T19:54:29.840000,4.39,-1,
-117.7035,35.91083,2.87,2019-07-06T20:16:37.170000,6.12,-1,
-117.63734,35.8105,3.06,2019-07-06T20:22:34.170000,6.64,-1,
-117.72784,35.927666,2.84,2019-07-06T20:34:12.230000,2.03,-1,
-117.67184,35.874332,2.8,2019-07-06T20:36:17.550000,6.64,-1,
-117.513,35.6915,3.37,2019-07-06T20:41:30.690000,1.73,-1,
-117.7205,35.910168,2.89,2019-07-06T21:02:48.510000,1.87,-1,
-117.608665,35.727665,3.52,2019-07-06T21:05:24.700000,5.92,-1,
-117.277,35.963833,3.19,2019-07-06T21:07:44.770000,1.82,-1,
-117.7125,35.9145,2.87,2019-07-06T21:12:54.960000,7.21,-1,
-117.331665,35.56217,2.71,2019-07-06T21:14:35.530000,1.67,-1,
-117.67133,35.902,3.13,2019-07-06T21:14:59.810000,2.57,-1,
-117.68117,35.894665,3.0,2019-07-06T21:28:41.920000,2.04,-1,
