lon,lat,M,time_string,depth,catalog_id,event_id
-117.5835,35.623333,3.1,2019-07-08T22:57:35.280000,11.06,-1,
-117.84717,36.0485,3.46,2019-07-08T22:57:40.970000,1.67,-1,
-117.43017,35.62467,3.15,2019-07-08T23:23:41.620000,3.77,-1,
-117.69867,35.8545,2.63,2019-07-08T23:50:58.960000,4.41,-1,
-117.513,35.680668,3.31,2019-07-09T00:00:01.040000,5.73,-1,
-117.477165,35.661667,2.78,2019-07-09T00:20:18.820000,3.07,-1,
-117.694,35.863,3.2,2019-07-09T00:57:30.760000,7.84,-1,
-117.35883,35.53367,2.53,2019-07-09T01:21:10.440000,3.66,-1,
-117.833336,36.110332,2.65,2019-07-09T01:28:26.360000,2.55,-1,
-117.443,35.643166,2.54,2019-07-09T01:41:58.120000,4.57,-1,
-117.45966,35.921665,3.56,2019-07-09T04:02:54.100000,7.1,-1,
-117.55033,35.710835,2.92,2019-07-09T04:32:11.350000,4.26,-1,
-117.607834,35.769833,2.57,2019-07-09T05:17:45.870000,7.6,-1,
-117.73233,35.90217,2.67,2019-07-09T05:25:13.850000,3.36,-1,
-117.538,35.683666,3.0,2019-07-09T05:28:15.830000,9.75,-1,
-117.69583,35.929333,2.79,2019-07-09T05:45:15.740000,2.03,-1,
-117.46333,35.7115,2.8,2019-07-09T05:53:46.230000,15.45,-1,
-117.83217,36.11183,2.84,2019-07-09T05:54:04.480000,2.17,-1,
-117.51017,35.651,2.55,2019-07-09T06:05:48.630000,2.37,-1,
-117.687,35.897167,3.01,2019-07-09T06:24:10.860000,1.9,-1,
-117.506836,35.713833,2.68,2019-07-09T06:36:26.430000,0.33,-1,
-117.69,35.857834,2.59,2019-07-09T06:40:27.580000,5.68,-1,
-117.3202,39.8419,2.7,2019-07-09T06:50:33.237000,2.2,-1,
-117.6995,35.87467,2.53,2019-07-09T07:01:00.460000,2.15,-1,
-117.673164,35.900333,3.17,2019-07-09T07:04:16.320000,8.07,-1,
-117.573,35.737667,2.83,2019-07-09T07:54:06.210000,1.95,-1,
-117.68433,35.896168,2.52,2019-07-09T07:54:44.420000,4.29,-1,
-117.6135,35.780666,3.58,2019-07-09T08:17:31.640000,7.73,-1,
-117.670166,35.847,2.96,2019-07-09T08:18:08.340000,3.19,-1,
-117.869835,36.026165,3.15,2019-07-09T08:23:46.920000,1.46,-1,
-117.53167,35.671665,2.86,2019-07-09T08:49:58.600000,7.41,-1,
-117.545166,35.6625,3.11,2019-07-09T09:11:15.480000,7.98,-1,
-117.68733,35.877834,3.16,2019-07-09T09:22:32.010000,2.66,-1,
-117.556,35.684166,2.57,2019-07-09T09:23:16.180000,8.57,-1,
-117.502,35.666832,2.63,2019-07-09T09:31:02.070000,3.53,-1,
-117.498665,35.719833,2.71,2019-07-09T10:20:41.300000,0.64,-1,
-117.67783,35.956,3.54,2019-07-09T10:21:52.290000,0.76,-1,
-117.54117,35.683666,3.0,2019-07-09T10:41:31.890000,4.58,-1,
-117.56917,35.75,2.65,2019-07-09T10:50:46.860000,7.93,-1,
-117.385666,35.980167,2.56,2019-07-09T11:39:24.420000,2.68,-1,
-117.64733,35.820168,2.73,2019-07-09T11:56:42.040000,2.95,-1,
-117.699,35.866165,2.6,2019-07-09T12:17:36.970000,4.26,-1,
-117.4845,35.674168,3.47,2019-07-09T12:58:21.670000,2.11,-1,
-117.385666,35.545334,3.22,2019-07-09T13:28:47.730000,-0.04,-1,
-117.52883,35.69367,2.77,2019-07-09T14:18:33.350000,6.92,-1,
-117.7025,35.950832,2.57,2019-07-09T14:20:57.200000,3.52,-1,
-117.54017,35.658833,2.8,2019-07-09T15:09:27.080000,9.01,-1,
-117.73583,35.924168,2.9,2019-07-09T15:10:59.020000,8.68,-1,
-117.6905,35.953335,2.67,2019-07-09T15:23:21.020000,3.25,-1,
-117.3615,35.572834,3.49,2019-07-09T15:40:45.400000,1.82,-1,
-117.709335,35.892166,3.46,2019-07-09T16:47:03.150000,7.02,-1,
-117.492836,35.700832,3.55,2019-07-09T17:11:28.690000,8.64,-1,
-117.48534,35.656,2.56,2019-07-09T17:44:07.050000,1.27,-1,
-117.548164,35.727833,3.47,2019-07-09T18:37:37.410000,9.11,-1,
-117.6885,35.921165,3.0,2019-07-09T18:41:16.060000,6.15,-1,
-117.496666,35.681835,2.52,2019-07-09T19:44:26.860000,4.83,-1,
-117.71817,35.90167,3.12,2019-07-09T19:49:50.570000,2.3,-1,
-117.84634,36.0865,2.57,2019-07-09T19:51:22.740000,1.28,-1,
-117.56683,35.677166,2.59,2019-07-09T19:56:50.420000,0.27,-1,
-117.677666,35.963665,2.69,2019-07-09T20:04:08.200000,1.99,-1,
-117.547165,35.665833,2.61,2019-07-09T20:59:19.320000,2.89,-1,
-117.62783,35.81167,2.88,2019-07-09T21:35:07.660000,1.63,-1,
-117.727165,35.893833,3.25,2019-07-09T21:35:39.250000,7.66,-1,
-117.86567,36.212166,2.78,2019-07-09T21:47:46.110000,1.72,-1,
-117.7015,35.886333,3.33,2019-07-09T21:52:49.350000,4.97,-1,
-117.73167,35.923832,2.52,2019-07-09T22:44:59.640000,1.91,-1,
-117.703835,35.863667,2.67,2019-07-09T22:54:02.910000,4.44,-1,
-117.65517,35.888832,2.84,2019-07-09T23:04:57.670000,2.7,-1,
-117.71716,35.889,2.54,2019-07-09T23:12:06.170000,4.94,-1,
-117.705666,35.919167,2.7,2019-07-09T23:16:01.140000,-0.12,-1,
-117.7245,35.889,2.73,2019-07-09T23:16:01.960000,3.16,-1,
-117.7155,35.910667,2.7,2019-07-09T23:22:16.710000,2.02,-1,
-117.844666,36.055332,2.6,2019-07-09T23:44:07.240000,1.18,-1,
-117.58517,35.765835,2.52,2019-07-09T23:47:30.220000,3.15,-1,
-117.5735,35.720833,2.71,2019-07-09T23:52:13.350000,8.72,-1,
-117.67633,35.8775,2.66,2019-07-10T00:21:22.480000,2.73,-1,
-117.852165,36.063667,2.5,2019-07-10T00:24:18.250000,-0.21,-1,
-117.523834,35.682167,2.52,2019-07-10T00:37:51.460000,8.47,-1,
-117.847,36.057835,4.07,2019-07-10T00:48:17.570000,1.74,-1,
-117.85567,36.0535,2.71,2019-07-10T00:53:25.760000,1.77,-1,
-117.847,36.0595,2.89,2019-07-10T00:58:38.300000,1.98,-1,
-117.450836,35.633,2.53,2019-07-10T01:16:42.210000,1.47,-1,
-117.69017,35.901833,3.96,2019-07-10T01:43:02.630000,2.48,-1,
-117.6865,35.907166,2.56,2019-07-10T01:44:54.900000,2.55,-1,
-117.687,35.906834,2.88,2019-07-10T01:47:18.750000,2.57,-1,
-117.93816,35.34667,2.9,2019-07-10T01:58:59.140000,0.9,-1,
-117.52683,35.69533,2.67,2019-07-10T02:33:43.690000,9.59,-1,
-117.452835,35.642166,3.56,2019-07-10T03:42:54.950000,10.95,-1,
-117.68266,35.945667,3.03,2019-07-10T04:14:11.790000,3.41,-1,
-117.4605,35.613,2.55,2019-07-10T06:19:33.550000,9.4,-1,
-117.88167,36.118,2.82,2019-07-10T06:20:05.770000,4.03,-1,
-117.7065,35.9075,2.56,2019-07-10T06:21:45.580000,2.12,-1,
-117.855835,36.052166,2.99,2019-07-10T06:24:16.010000,1.53,-1,
-117.84866,36.057167,3.69,2019-07-10T07:05:26.250000,1.68,-1,
-117.72317,35.942,3.03,2019-07-10T07:22:43,2.48,-1,
-117.626,35.826332,2.6,2019-07-10T07:23:28.620000,2.48,-1,
-117.842,36.059334,2.88,2019-07-10T08:21:32.670000,1.6,-1,
-117.54833,35.641335,2.76,2019-07-10T08:51:33.550000,8.19,-1,
-117.5905,35.764668,2.66,2019-07-10T09:08:37.440000,5.99,-1,
-117.456665,35.614166,2.53,2019-07-10T09:09:51.990000,8.05,-1,
-117.54867,35.72283,2.54,2019-07-10T09:13:35.500000,8.1,-1,
-117.616,35.7915,3.01,2019-07-10T09:21:18.110000,6.9,-1,
-117.498,35.663334,3.08,2019-07-10T09:32:08.300000,3.3,-1,
-117.70517,35.88283,2.65,2019-07-10T09:45:52.730000,8.05,-1,
-117.7615,36.033333,3.15,2019-07-10T10:04:20.770000,2.14,-1,
-117.569,35.623333,2.62,2019-07-10T10:13:09.650000,6.18,-1,
-117.5925,35.775665,2.56,2019-07-10T10:18:28.990000,7.43,-1,
-117.68467,35.863667,3.44,2019-07-10T10:58:05.010000,2.87,-1,
-117.382164,35.603,2.51,2019-07-10T11:28:54.320000,2.69,-1,
-117.727,35.888332,2.63,2019-07-10T11:35:57.410000,2.81,-1,
-117.70683,35.8765,3.81,2019-07-10T12:00:05.100000,4.43,-1,
-117.709,35.875168,2.74,2019-07-10T12:00:34.750000,3.79,-1,
-117.5215,35.649834,2.55,2019-07-10T12:10:18.010000,2.82,-1,
-117.856834,36.049835,4.13,2019-07-10T12:28:56.960000,1.88,-1,
-117.454834,35.678333,2.51,2019-07-10T12:49:12.080000,9.33,-1,
-117.85233,36.0555,3.11,2019-07-10T12:49:26.790000,1.5,-1,
-117.53017,35.7245,3.23,2019-07-10T13:02:18.710000,8.66,-1,
-117.70067,35.887833,2.71,2019-07-10T13:10:02.440000,7.97,-1,
-117.48317,35.6425,3.24,2019-07-10T13:23:09.180000,3.22,-1,
-117.55783,35.7655,3.28,2019-07-10T13:38:57.410000,8.33,-1,
-117.678,35.829666,2.58,2019-07-10T14:03:18.430000,7.54,-1,
-117.862,36.04817,3.52,2019-07-10T14:53:06.020000,1.0,-1,
-117.861,36.0505,3.05,2019-07-10T14:54:00.390000,1.72,-1,
-117.684166,35.8715,3.56,2019-07-10T15:02:04.400000,2.74,-1,
-117.482834,35.964333,2.82,2019-07-10T15:03:08.030000,4.19,-1,
-117.513,35.670666,3.2,2019-07-10T15:09:24.650000,7.42,-1,
-117.36083,35.561,2.85,2019-07-10T15:52:32.280000,8.66,-1,
-117.639336,35.822666,3.41,2019-07-10T16:01:38.130000,2.81,-1,
-117.555,35.676834,2.79,2019-07-10T16:52:00.650000,7.06,-1,
-117.84717,36.051,2.81,2019-07-10T16:55:15.760000,2.33,-1,
-117.84683,36.047832,2.61,2019-07-10T16:56:55.210000,2.29,-1,
-117.78067,35.984665,3.24,2019-07-10T17:43:21.520000,7.46,-1,
-117.78067,35.98033,2.92,2019-07-10T17:43:21.710000,4.54,-1,
-117.446335,35.639668,2.76,2019-07-10T17:46:15.860000,6.44,-1,
-117.8625,36.2145,2.53,2019-07-10T18:47:58.070000,1.01,-1,
-117.88233,36.166,4.09,2019-07-10T18:49:01.430000,1.18,-1,
-117.87483,36.167667,3.7,2019-07-10T18:51:35.270000,1.54,-1,
-117.874664,36.152,2.61,2019-07-10T18:53:24.770000,3.32,-1,
-117.826,36.120834,3.3,2019-07-10T19:15:02.480000,2.18,-1,
-117.716,35.8945,2.58,2019-07-10T19:29:02.930000,2.2,-1,
-117.827835,36.114334,2.71,2019-07-10T19:44:11.250000,2.45,-1,
-117.523834,35.6655,4.17,2019-07-10T20:09:51.960000,9.29,-1,
-117.505165,35.6515,2.67,2019-07-10T20:10:41.820000,3.11,-1,
-117.463165,35.613834,2.89,2019-07-10T20:39:45.470000,2.14,-1,
-117.6935,35.863667,2.78,2019-07-10T21:01:36.780000,5.03,-1,
-117.52167,35.5695,2.98,2019-07-10T21:40:58.470000,9.74,-1,
-117.708,35.91,2.98,2019-07-10T21:52:25.450000,1.91,-1,
-117.4565,35.671333,3.14,2019-07-10T22:15:39.050000,5.08,-1,
-117.88433,36.172832,3.87,2019-07-10T22:15:48.260000,0.81,-1,
-117.41417,35.669334,2.59,2019-07-10T22:21:56.110000,9.01,-1,
-117.5395,35.7175,2.68,2019-07-10T23:16:39.540000,6.49,-1,
-117.83134,36.07033,2.5,2019-07-10T23:30:54.990000,0.34,-1,
-117.90033,35.365,2.94,2019-07-10T23:33:43.610000,0.76,-1,
-117.73517,35.912167,2.78,2019-07-10T23:33:45.640000,2.71,-1,
-117.51183,35.6745,2.83,2019-07-10T23:34:13.670000,9.64,-1,
-117.284836,35.9575,3.0,2019-07-10T23:35:43.650000,4.51,-1,
-117.43833,35.616333,3.26,2019-07-10T23:48:43.340000,7.65,-1,
-117.48983,35.6725,3.62,2019-07-10T23:58:59.130000,3.06,-1,
-117.88416,36.174,3.09,2019-07-11T00:08:54.460000,0.42,-1,
-117.515,35.573334,2.57,2019-07-11T00:10:54.850000,10.56,-1,
-117.866165,36.1565,2.68,2019-07-11T00:11:41.590000,1.97,-1,
-117.884,36.176834,4.52,2019-07-11T00:14:37.310000,0.89,-1,
-117.87583,36.15333,4.37,2019-07-11T00:15:39.230000,2.21,-1,
-117.88966,36.1765,3.4,2019-07-11T00:20:19.890000,-0.57,-1,
-117.7215,35.885166,2.95,2019-07-11T00:35:44.360000,2.3,-1,
-117.87666,36.179333,3.07,2019-07-11T00:42:53.310000,2.57,-1,
-117.72317,36.044334,3.35,2019-07-11T00:46:09.520000,0.43,-1,
-117.71017,35.874332,2.75,2019-07-11T01:14:10.060000,6.03,-1,
-117.85667,36.03417,3.21,2019-07-11T01:21:50.780000,1.68,-1,
-117.68433,35.892334,2.53,2019-07-11T01:25:32.920000,2.47,-1,
-117.72117,35.9445,3.51,2019-07-11T02:35:22.460000,2.44,-1,
-117.66583,35.8765,2.77,2019-07-11T02:57:36.330000,10.34,-1,
-117.6755,35.866665,2.67,2019-07-11T02:57:36.570000,6.38,-1,
-117.8675,36.159668,2.57,2019-07-11T03:19:24.580000,2.35,-1,
-117.84617,36.052,2.74,2019-07-11T03:45:53.460000,2.4,-1,
-117.84883,36.056168,4.3,2019-07-11T04:10:01.380000,2.2,-1,
-117.7225,35.946167,2.51,2019-07-11T04:15:35.480000,2.54,-1,
-117.851,36.06217,3.45,2019-07-11T04:18:49.310000,0.89,-1,
-117.878334,36.177666,2.98,2019-07-11T04:29:54.490000,2.2,-1,
-117.2825,35.9585,3.57,2019-07-11T04:45:31.100000,5.05,-1,
-117.28083,35.959167,2.84,2019-07-11T04:46:25.250000,4.16,-1,
-117.28167,35.962334,2.71,2019-07-11T04:46:44.650000,6.03,-1,
-117.28433,35.961334,3.55,2019-07-11T05:03:46.190000,4.14,-1,
-117.87,36.059,2.56,2019-07-11T05:42:33.130000,2.23,-1,
-117.48434,35.6445,2.7,2019-07-11T05:42:37.490000,8.89,-1,
-117.34967,36.038666,2.81,2019-07-11T05:43:36.080000,2.14,-1,
-117.69283,35.891834,2.74,2019-07-11T05:52:32.820000,2.46,-1,
-117.43266,35.6415,2.7,2019-07-11T05:52:56.250000,1.54,-1,
-117.88233,36.179165,4.02,2019-07-11T07:04:06.010000,1.89,-1,
-117.495834,35.717667,2.69,2019-07-11T07:19:35.370000,2.79,-1,
-117.883,36.179,3.53,2019-07-11T07:19:50.010000,1.58,-1,
-117.463165,35.611168,2.85,2019-07-11T07:28:07.410000,9.53,-1,
-117.509834,35.669834,2.59,2019-07-11T07:32:22.430000,6.12,-1,
-117.464,35.65867,3.28,2019-07-11T07:55:56.400000,3.29,-1,
-117.709,35.897835,3.48,2019-07-11T08:48:02.410000,9.11,-1,
-117.723,36.0485,3.48,2019-07-11T10:26:29.870000,0.52,-1,
-117.72017,36.043667,3.17,2019-07-11T10:27:24.420000,0.23,-1,
-117.727165,36.046833,3.55,2019-07-11T10:43:35.390000,0.77,-1,
-117.62583,35.825832,2.65,2019-07-11T10:51:59.680000,1.97,-1,
-117.377335,35.9445,3.67,2019-07-11T10:59:45.720000,-0.35,-1,
-117.49617,35.70933,2.75,2019-07-11T11:16:43.100000,2.34,-1,
-117.87933,36.1565,3.13,2019-07-11T11:17:27.630000,0.93,-1,
-117.42133,35.617332,2.99,2019-07-11T11:37:33.850000,2.45,-1,
-117.885,36.1855,2.72,2019-07-11T11:39:38.060000,1.44,-1,
-117.3805,35.542,2.66,2019-07-11T12:07:56.140000,4.29,-1,
-117.87984,36.083332,2.97,2019-07-11T12:20:04.600000,1.1,-1,
-117.37984,35.946,3.52,2019-07-11T12:20:42.160000,0.14,-1,
-117.382835,35.9465,2.67,2019-07-11T12:21:53.250000,1.63,-1,
-117.87767,36.177334,2.68,2019-07-11T12:54:11.420000,2.78,-1,
-117.6425,35.821335,3.14,2019-07-11T13:13:13.570000,7.09,-1,
-117.37383,35.948166,2.51,2019-07-11T14:05:52,2.45,-1,
-117.677,35.933,2.71,2019-07-11T15:16:12.630000,2.13,-1,
-117.86967,36.152,2.75,2019-07-11T15:22:51.210000,-0.01,-1,
-117.515,35.688835,3.81,2019-07-11T15:32:44.930000,7.14,-1,
-117.87883,36.152832,3.87,2019-07-11T15:32:52.120000,0.14,-1,
-117.559,35.753334,3.12,2019-07-11T15:51:00.370000,10.56,-1,
-117.883,36.182835,3.26,2019-07-11T15:51:06.290000,-0.2,-1,
-117.88167,36.18133,3.72,2019-07-11T16:19:08.670000,-0.86,-1,
-117.8555,36.183666,3.19,2019-07-11T16:40:48.160000,-0.04,-1,
-117.50916,35.70233,3.53,2019-07-11T16:41:08.430000,1.31,-1,
-117.69067,35.937332,2.64,2019-07-11T17:23:24.900000,2.35,-1,
-117.482,35.9635,3.06,2019-07-11T17:31:03.910000,0.55,-1,
-117.74184,35.8665,2.5,2019-07-11T17:47:53.560000,8.42,-1,
-117.472664,35.96583,2.54,2019-07-11T18:12:25.720000,0.44,-1,
-117.3565,35.758167,2.54,2019-07-11T18:13:01.350000,0.27,-1,
-117.87517,36.188,2.61,2019-07-11T19:07:33.960000,2.35,-1,
-117.714,36.044,2.62,2019-07-11T19:13:33.230000,0.7,-1,
-117.37417,35.945,2.64,2019-07-11T19:14:57.440000,2.8,-1,
-117.67233,35.849667,2.77,2019-07-11T19:50:54.150000,7.93,-1,
-117.551834,35.729168,2.66,2019-07-11T21:36:39.520000,4.18,-1,
-117.449,35.746834,2.67,2019-07-11T21:42:35.360000,29.59,-1,
-117.893,36.190166,2.54,2019-07-11T21:42:43.360000,0.71,-1,
-117.8895,36.182167,2.65,2019-07-11T22:37:57.130000,-0.32,-1,
-117.888,36.175667,2.56,2019-07-11T23:21:12.780000,0.84,-1,
-117.75117,35.941666,2.96,2019-07-11T23:37:27.260000,1.13,-1,
-117.70367,35.950165,4.13,2019-07-11T23:45:18.680000,3.52,-1,
-117.32433,35.552334,3.02,2019-07-11T23:47:01.470000,4.78,-1,
-117.38617,35.538334,3.29,2019-07-11T23:51:09,4.2,-1,
-117.7005,35.945168,3.64,2019-07-11T23:52:32.250000,2.82,-1,
-117.37566,35.946,3.09,2019-07-12T00:08:06.460000,-0.05,-1,
-117.35,36.032665,2.89,2019-07-12T01:24:08.820000,3.39,-1,
-117.88633,36.18017,3.65,2019-07-12T02:18:30.060000,0.65,-1,
-117.88033,36.189335,2.61,2019-07-12T02:45:22.540000,-0.32,-1,
-117.70617,35.868332,3.05,2019-07-12T03:26:23.570000,3.91,-1,
-117.38,35.944,3.94,2019-07-12T03:27:53.670000,1.29,-1,
-117.7245,35.88983,3.26,2019-07-12T03:32:17.400000,2.93,-1,
-117.884,36.1815,3.26,2019-07-12T04:11:59.900000,1.82,-1,
-117.525665,35.698166,3.15,2019-07-12T04:30:14.560000,7.97,-1,
-117.3755,35.94483,2.66,2019-07-12T04:46:24.160000,1.19,-1,
-117.84583,36.07683,2.53,2019-07-12T05:59:00.460000,1.22,-1,
-117.419,35.618,2.76,2019-07-12T06:49:05.420000,7.0,-1,
-117.893166,36.2005,2.7,2019-07-12T07:55:00.270000,2.17,-1,
-117.37717,35.547,3.06,2019-07-12T07:56:02.990000,4.07,-1,
-117.527664,35.710167,2.81,2019-07-12T07:56:25.670000,10.44,-1,
-117.46716,35.663834,2.74,2019-07-12T09:27:57,10.8,-1,
-117.54733,35.705,2.88,2019-07-12T11:02:09,3.68,-1,
-117.882164,36.198666,2.53,2019-07-12T12:24:33.810000,2.28,-1,
-117.69883,35.941334,2.54,2019-07-12T13:00:15.500000,2.56,-1,
-117.585335,35.638332,4.9,2019-07-12T13:11:37.980000,9.95,-1,
-117.583336,35.635334,3.14,2019-07-12T13:13:19.230000,11.25,-1,
-117.59634,35.62417,2.83,2019-07-12T13:13:34.080000,8.15,-1,
-117.4135,35.745,2.53,2019-07-12T13:14:16.770000,10.23,-1,
-117.485664,35.527832,2.77,2019-07-12T16:17:22.900000,8.11,-1,
-117.453835,35.642834,2.52,2019-07-12T16:22:54.510000,9.64,-1,
-117.56033,35.717167,2.69,2019-07-12T16:42:41.690000,5.4,-1,
-117.35067,35.576,2.59,2019-07-12T18:02:01.930000,2.34,-1,
-117.70634,35.927,2.81,2019-07-12T19:15:30.530000,2.37,-1,
-117.75166,35.95717,2.85,2019-07-12T19:57:59.740000,0.68,-1,
-117.64716,35.821167,2.53,2019-07-12T20:33:26.030000,0.44,-1,
-117.819336,36.0995,2.65,2019-07-12T20:47:32.130000,1.49,-1,
-117.523834,35.685165,3.05,2019-07-12T23:23:38.870000,6.57,-1,
-117.54767,35.63283,2.51,2019-07-12T23:33:09.500000,5.95,-1,
-117.575836,35.749,2.5,2019-07-13T00:36:16.300000,1.04,-1,
-117.71183,35.916,2.6,2019-07-13T01:10:11.730000,9.31,-1,
-117.56834,35.75083,3.19,2019-07-13T01:16:52.500000,4.47,-1,
-117.563,35.724,2.52,2019-07-13T02:06:22.720000,9.81,-1,
-117.537834,35.663666,2.8,2019-07-13T02:47:44.270000,9.04,-1,
